time x y vx vy mass
24.26 2437.16 380.973 82.375 -62.2946 500
24.27 2437.98 380.349 82.3406 -62.3682 500
24.28 2438.8 379.725 82.3061 -62.4417 500
24.29 2439.63 379.1 82.2717 -62.5151 500
24.3 2440.45 378.474 82.2372 -62.5886 500
24.31 2441.27 377.847 82.2028 -62.662 500
24.32 2442.09 377.22 82.1684 -62.7353 500
24.33 2442.91 376.592 82.134 -62.8087 500
24.34 2443.73 375.963 82.0996 -62.882 500
24.35 2444.55 375.333 82.0652 -62.9553 500
24.36 2445.38 374.703 82.0308 -63.0285 500
24.37 2446.2 374.072 81.9965 -63.1017 500
24.38 2447.01 373.44 81.9621 -63.1749 500
24.39 2447.83 372.808 81.9278 -63.248 500
24.4 2448.65 372.175 81.8934 -63.3211 500
24.41 2449.47 371.541 81.8591 -63.3942 500
24.42 2450.29 370.906 81.8248 -63.4673 500
24.43 2451.11 370.271 81.7904 -63.5403 500
24.44 2451.93 369.634 81.7561 -63.6133 500
24.45 2452.74 368.998 81.7218 -63.6862 500
24.46 2453.56 368.36 81.6875 -63.7591 500
24.47 2454.38 367.722 81.6533 -63.832 500
24.48 2455.19 367.083 81.619 -63.9049 500
24.49 2456.01 366.443 81.5847 -63.9777 500
24.5 2456.82 365.802 81.5505 -64.0505 500
24.51 2457.64 365.161 81.5162 -64.1232 500
24.52 2458.45 364.519 81.482 -64.196 500
24.53 2459.27 363.876 81.4478 -64.2687 500
24.54 2460.08 363.233 81.4135 -64.3413 500
24.55 2460.9 362.589 81.3793 -64.4139 500
24.56 2461.71 361.944 81.3451 -64.4865 500
24.57 2462.52 361.298 81.3109 -64.5591 500
24.58 2463.34 360.652 81.2767 -64.6316 500
24.59 2464.15 360.005 81.2425 -64.7041 500
24.6 2464.96 359.357 81.2084 -64.7766 500
24.61 2465.77 358.709 81.1742 -64.849 500
24.62 2466.58 358.06 81.1401 -64.9214 500
24.63 2467.39 357.41 81.1059 -64.9938 500
24.64 2468.2 356.759 81.0718 -65.0661 500
24.65 2469.02 356.108 81.0376 -65.1384 500
24.66 2469.83 355.456 81.0035 -65.2107 500
24.67 2470.63 354.803 80.9694 -65.2829 500
24.68 2471.44 354.149 80.9353 -65.3551 500
24.69 2472.25 353.495 80.9012 -65.4273 500
24.7 2473.06 352.84 80.8671 -65.4994 500
24.71 2473.87 352.184 80.833 -65.5715 500
24.72 2474.68 351.528 80.799 -65.6436 500
24.73 2475.49 350.871 80.7649 -65.7156 500
24.74 2476.29 350.213 80.7308 -65.7876 500
24.75 2477.1 349.554 80.6968 -65.8596 500
24.76 2477.91 348.895 80.6628 -65.9315 500
24.77 2478.71 348.235 80.6287 -66.0035 500
24.78 2479.52 347.574 80.5947 -66.0753 500
24.79 2480.32 346.913 80.5607 -66.1472 500
24.8 2481.13 346.25 80.5267 -66.219 500
24.81 2481.93 345.587 80.4927 -66.2908 500
24.82 2482.74 344.924 80.4587 -66.3625 500
24.83 2483.54 344.259 80.4247 -66.4342 500
24.84 2484.35 343.594 80.3908 -66.5059 500
24.85 2485.15 342.929 80.3568 -66.5775 500
24.86 2485.95 342.262 80.3228 -66.6492 500
24.87 2486.76 341.595 80.2889 -66.7207 500
24.88 2487.56 340.927 80.2549 -66.7923 500
24.89 2488.36 340.258 80.221 -66.8638 500
24.9 2489.16 339.589 80.1871 -66.9353 500
24.91 2489.97 338.919 80.1532 -67.0067 500
24.92 2490.77 338.248 80.1193 -67.0782 500
24.93 2491.57 337.577 80.0854 -67.1495 500
24.94 2492.37 336.904 80.0515 -67.2209 500
24.95 2493.17 336.232 80.0176 -67.2922 500
24.96 2493.97 335.558 79.9837 -67.3635 500
24.97 2494.77 334.884 79.9498 -67.4347 500
24.98 2495.57 334.208 79.916 -67.506 500
24.99 2496.37 333.533 79.8821 -67.5772 500
25 2497.16 332.856 79.8483 -67.6483 500
25.01 2497.96 332.179 79.8144 -67.7194 500
25.02 2498.76 331.501 79.7806 -67.7905 500
25.03 2499.56 330.823 79.7468 -67.8616 500
25.04 2500.35 330.143 79.713 -67.9326 500
25.05 2501.15 329.463 79.6792 -68.0036 500
25.06 2501.95 328.782 79.6454 -68.0746 500
25.07 2502.74 328.101 79.6116 -68.1455 500
25.08 2503.54 327.419 79.5778 -68.2164 500
25.09 2504.33 326.736 79.544 -68.2872 500
25.1 2505.13 326.052 79.5103 -68.3581 500
25.11 2505.92 325.368 79.4765 -68.4289 500
25.12 2506.72 324.683 79.4428 -68.4996 500
25.13 2507.51 323.997 79.409 -68.5703 500
25.14 2508.31 323.311 79.3753 -68.641 500
25.15 2509.1 322.624 79.3415 -68.7117 500
25.16 2509.89 321.936 79.3078 -68.7823 500
25.17 2510.69 321.247 79.2741 -68.8529 500
25.18 2511.48 320.558 79.2404 -68.9235 500
25.19 2512.27 319.868 79.2067 -68.994 500
25.2 2513.06 319.178 79.173 -69.0645 500
25.21 2513.85 318.486 79.1393 -69.135 500
25.22 2514.65 317.794 79.1057 -69.2054 500
25.23 2515.44 317.101 79.072 -69.2758 500
25.24 2516.23 316.408 79.0384 -69.3462 500
25.25 2517.02 315.714 79.0047 -69.4165 500
25.26 2517.81 315.019 78.9711 -69.4868 500
25.27 2518.6 314.323 78.9374 -69.5571 500
25.28 2519.38 313.627 78.9038 -69.6273 500
25.29 2520.17 312.93 78.8702 -69.6975 500
25.3 2520.96 312.232 78.8366 -69.7677 500
25.31 2521.75 311.534 78.803 -69.8378 500
25.32 2522.54 310.835 78.7694 -69.9079 500
25.33 2523.32 310.135 78.7358 -69.978 500
25.34 2524.11 309.435 78.7022 -70.048 500
25.35 2524.9 308.734 78.6686 -70.118 500
25.36 2525.68 308.032 78.6351 -70.188 500
25.37 2526.47 307.329 78.6015 -70.2579 500
25.38 2527.26 306.626 78.5679 -70.3278 500
25.39 2528.04 305.922 78.5344 -70.3977 500
25.4 2528.83 305.217 78.5009 -70.4675 500
25.41 2529.61 304.512 78.4673 -70.5374 500
25.42 2530.4 303.806 78.4338 -70.6071 500
25.43 2531.18 303.099 78.4003 -70.6769 500
25.44 2531.96 302.392 78.3668 -70.7466 500
25.45 2532.75 301.683 78.3333 -70.8162 500
25.46 2533.53 300.975 78.2998 -70.8859 500
25.47 2534.31 300.265 78.2663 -70.9555 500
25.48 2535.09 299.555 78.2328 -71.0251 500
25.49 2535.88 298.844 78.1994 -71.0946 500
25.5 2536.66 298.132 78.1659 -71.1641 500
25.51 2537.44 297.42 78.1325 -71.2336 500
25.52 2538.22 296.707 78.099 -71.303 500
25.53 2539 295.993 78.0656 -71.3724 500
25.54 2539.78 295.279 78.0321 -71.4418 500
25.55 2540.56 294.563 77.9987 -71.5111 500
25.56 2541.34 293.848 77.9653 -71.5805 500
25.57 2542.12 293.131 77.9319 -71.6497 500
25.58 2542.9 292.414 77.8985 -71.719 500
25.59 2543.68 291.696 77.8651 -71.7882 500
25.6 2544.46 290.978 77.8317 -71.8574 500
25.61 2545.23 290.258 77.7983 -71.9265 500
25.62 2546.01 289.538 77.765 -71.9956 500
25.63 2546.79 288.818 77.7316 -72.0647 500
25.64 2547.57 288.096 77.6982 -72.1337 500
25.65 2548.34 287.374 77.6649 -72.2027 500
25.66 2549.12 286.652 77.6315 -72.2717 500
25.67 2549.9 285.928 77.5982 -72.3407 500
25.68 2550.67 285.204 77.5649 -72.4096 500
25.69 2551.45 284.479 77.5316 -72.4784 500
25.7 2552.22 283.754 77.4982 -72.5473 500
25.71 2553 283.028 77.4649 -72.6161 500
25.72 2553.77 282.301 77.4316 -72.6849 500
25.73 2554.54 281.573 77.3983 -72.7536 500
25.74 2555.32 280.845 77.3651 -72.8223 500
25.75 2556.09 280.116 77.3318 -72.891 500
25.76 2556.86 279.387 77.2985 -72.9596 500
25.77 2557.64 278.656 77.2652 -73.0283 500
25.78 2558.41 277.925 77.232 -73.0968 500
25.79 2559.18 277.194 77.1987 -73.1654 500
25.8 2559.95 276.461 77.1655 -73.2339 500
25.81 2560.72 275.728 77.1323 -73.3024 500
25.82 2561.5 274.995 77.099 -73.3708 500
25.83 2562.27 274.26 77.0658 -73.4392 500
25.84 2563.04 273.525 77.0326 -73.5076 500
25.85 2563.81 272.789 76.9994 -73.5759 500
25.86 2564.58 272.053 76.9662 -73.6443 500
25.87 2565.35 271.316 76.933 -73.7125 500
25.88 2566.11 270.578 76.8998 -73.7808 500
25.89 2566.88 269.839 76.8666 -73.849 500
25.9 2567.65 269.1 76.8335 -73.9172 500
25.91 2568.42 268.36 76.8003 -73.9853 500
25.92 2569.19 267.62 76.7671 -74.0534 500
25.93 2569.95 266.879 76.734 -74.1215 500
25.94 2570.72 266.137 76.7008 -74.1895 500
25.95 2571.49 265.394 76.6677 -74.2576 500
25.96 2572.25 264.651 76.6346 -74.3255 500
25.97 2573.02 263.907 76.6015 -74.3935 500
25.98 2573.79 263.162 76.5683 -74.4614 500
25.99 2574.55 262.417 76.5352 -74.5293 500
26 2575.32 261.671 76.5021 -74.5971 500
26.01 2576.08 260.925 76.469 -74.6649 500
26.02 2576.85 260.177 76.436 -74.7327 500
26.03 2577.61 259.429 76.4029 -74.8004 500
26.04 2578.37 258.681 76.3698 -74.8682 500
26.05 2579.14 257.931 76.3367 -74.9358 500
26.06 2579.9 257.181 76.3037 -75.0035 500
26.07 2580.66 256.43 76.2706 -75.0711 500
26.08 2581.42 255.679 76.2376 -75.1387 500
26.09 2582.19 254.927 76.2046 -75.2062 500
26.1 2582.95 254.174 76.1715 -75.2737 500
26.11 2583.71 253.421 76.1385 -75.3412 500
26.12 2584.47 252.667 76.1055 -75.4086 500
26.13 2585.23 251.912 76.0725 -75.476 500
26.14 2585.99 251.157 76.0395 -75.5434 500
26.15 2586.75 250.4 76.0065 -75.6108 500
26.16 2587.51 249.644 75.9735 -75.6781 500
26.17 2588.27 248.886 75.9405 -75.7453 500
26.18 2589.03 248.128 75.9075 -75.8126 500
26.19 2589.79 247.369 75.8746 -75.8798 500
26.2 2590.55 246.61 75.8416 -75.947 500
26.21 2591.31 245.85 75.8087 -76.0141 500
26.22 2592.06 245.089 75.7757 -76.0812 500
26.23 2592.82 244.327 75.7428 -76.1483 500
26.24 2593.58 243.565 75.7098 -76.2153 500
26.25 2594.33 242.802 75.6769 -76.2823 500
26.26 2595.09 242.039 75.644 -76.3493 500
26.27 2595.85 241.275 75.6111 -76.4163 500
26.28 2596.6 240.51 75.5782 -76.4832 500
26.29 2597.36 239.744 75.5453 -76.55 500
26.3 2598.11 238.978 75.5124 -76.6169 500
26.31 2598.87 238.211 75.4795 -76.6837 500
26.32 2599.62 237.444 75.4466 -76.7505 500
26.33 2600.38 236.676 75.4137 -76.8172 500
26.34 2601.13 235.907 75.3809 -76.8839 500
26.35 2601.88 235.137 75.348 -76.9506 500
26.36 2602.64 234.367 75.3152 -77.0172 500
26.37 2603.39 233.596 75.2823 -77.0838 500
26.38 2604.14 232.825 75.2495 -77.1504 500
26.39 2604.89 232.053 75.2167 -77.2169 500
26.4 2605.65 231.28 75.1838 -77.2834 500
26.41 2606.4 230.506 75.151 -77.3499 500
26.42 2607.15 229.732 75.1182 -77.4163 500
26.43 2607.9 228.957 75.0854 -77.4827 500
26.44 2608.65 228.182 75.0526 -77.5491 500
26.45 2609.4 227.406 75.0198 -77.6154 500
26.46 2610.15 226.629 74.987 -77.6817 500
26.47 2610.9 225.851 74.9543 -77.748 500
26.48 2611.65 225.073 74.9215 -77.8143 500
26.49 2612.4 224.294 74.8887 -77.8805 500
26.5 2613.15 223.515 74.856 -77.9466 500
26.51 2613.89 222.735 74.8232 -78.0128 500
26.52 2614.64 221.954 74.7905 -78.0789 500
26.53 2615.39 221.173 74.7578 -78.1449 500
26.54 2616.14 220.391 74.725 -78.211 500
26.55 2616.88 219.608 74.6923 -78.277 500
26.56 2617.63 218.824 74.6596 -78.3429 500
26.57 2618.38 218.04 74.6269 -78.4089 500
26.58 2619.12 217.256 74.5942 -78.4748 500
26.59 2619.87 216.47 74.5615 -78.5406 500
26.6 2620.61 215.684 74.5288 -78.6064 500
26.61 2621.36 214.897 74.4961 -78.6722 500
26.62 2622.1 214.11 74.4634 -78.738 500
26.63 2622.85 213.322 74.4308 -78.8037 500
26.64 2623.59 212.533 74.3981 -78.8694 500
26.65 2624.34 211.744 74.3655 -78.9351 500
26.66 2625.08 210.954 74.3328 -79.0007 500
26.67 2625.82 210.163 74.3002 -79.0663 500
26.68 2626.56 209.372 74.2675 -79.1319 500
26.69 2627.31 208.58 74.2349 -79.1974 500
26.7 2628.05 207.787 74.2023 -79.2629 500
26.71 2628.79 206.994 74.1697 -79.3284 500
26.72 2629.53 206.2 74.1371 -79.3938 500
26.73 2630.27 205.405 74.1045 -79.4592 500
26.74 2631.01 204.61 74.0719 -79.5245 500
26.75 2631.75 203.814 74.0393 -79.5899 500
26.76 2632.49 203.018 74.0067 -79.6552 500
26.77 2633.23 202.221 73.9741 -79.7204 500
26.78 2633.97 201.423 73.9415 -79.7856 500
26.79 2634.71 200.624 73.909 -79.8508 500
26.8 2635.45 199.825 73.8764 -79.916 500
26.81 2636.19 199.025 73.8439 -79.9811 500
26.82 2636.93 198.225 73.8113 -80.0462 500
26.83 2637.67 197.424 73.7788 -80.1113 500
26.84 2638.4 196.622 73.7463 -80.1763 500
26.85 2639.14 195.819 73.7138 -80.2413 500
26.86 2639.88 195.016 73.6812 -80.3062 500
26.87 2640.61 194.213 73.6487 -80.3711 500
26.88 2641.35 193.408 73.6162 -80.436 500
26.89 2642.09 192.603 73.5837 -80.5009 500
26.9 2642.82 191.798 73.5512 -80.5657 500
26.91 2643.56 190.991 73.5188 -80.6305 500
26.92 2644.29 190.184 73.4863 -80.6952 500
26.93 2645.03 189.377 73.4538 -80.7599 500
26.94 2645.76 188.569 73.4214 -80.8246 500
26.95 2646.49 187.76 73.3889 -80.8893 500
26.96 2647.23 186.95 73.3565 -80.9539 500
26.97 2647.96 186.14 73.324 -81.0185 500
26.98 2648.69 185.329 73.2916 -81.083 500
26.99 2649.43 184.518 73.2591 -81.1475 500
27 2650.16 183.706 73.2267 -81.212 500
27.01 2650.89 182.893 73.1943 -81.2765 500
27.02 2651.62 182.079 73.1619 -81.3409 500
27.03 2652.35 181.265 73.1295 -81.4053 500
27.04 2653.08 180.451 73.0971 -81.4696 500
27.05 2653.82 179.635 73.0647 -81.5339 500
27.06 2654.55 178.819 73.0323 -81.5982 500
27.07 2655.28 178.003 72.9999 -81.6624 500
27.08 2656.01 177.185 72.9676 -81.7266 500
27.09 2656.73 176.367 72.9352 -81.7908 500
27.1 2657.46 175.549 72.9028 -81.855 500
27.11 2658.19 174.73 72.8705 -81.9191 500
27.12 2658.92 173.91 72.8382 -81.9831 500
27.13 2659.65 173.089 72.8058 -82.0472 500
27.14 2660.38 172.268 72.7735 -82.1112 500
27.15 2661.1 171.447 72.7412 -82.1752 500
27.16 2661.83 170.624 72.7088 -82.2391 500
27.17 2662.56 169.801 72.6765 -82.303 500
27.18 2663.28 168.977 72.6442 -82.3669 500
27.19 2664.01 168.153 72.6119 -82.4307 500
27.2 2664.74 167.328 72.5796 -82.4945 500
27.21 2665.46 166.503 72.5473 -82.5583 500
27.22 2666.19 165.676 72.5151 -82.622 500
27.23 2666.91 164.85 72.4828 -82.6857 500
27.24 2667.64 164.022 72.4505 -82.7494 500
27.25 2668.36 163.194 72.4183 -82.813 500
27.26 2669.08 162.365 72.386 -82.8766 500
27.27 2669.81 161.536 72.3538 -82.9402 500
27.28 2670.53 160.706 72.3215 -83.0037 500
27.29 2671.25 159.875 72.2893 -83.0672 500
27.3 2671.98 159.044 72.2571 -83.1307 500
27.31 2672.7 158.212 72.2248 -83.1941 500
27.32 2673.42 157.379 72.1926 -83.2575 500
27.33 2674.14 156.546 72.1604 -83.3209 500
27.34 2674.86 155.712 72.1282 -83.3842 500
27.35 2675.58 154.878 72.096 -83.4475 500
27.36 2676.3 154.043 72.0638 -83.5107 500
27.37 2677.03 153.207 72.0316 -83.574 500
27.38 2677.75 152.37 71.9995 -83.6371 500
27.39 2678.46 151.533 71.9673 -83.7003 500
27.4 2679.18 150.696 71.9351 -83.7634 500
27.41 2679.9 149.858 71.903 -83.8265 500
27.42 2680.62 149.019 71.8708 -83.8896 500
27.43 2681.34 148.179 71.8387 -83.9526 500
27.44 2682.06 147.339 71.8066 -84.0156 500
27.45 2682.78 146.498 71.7744 -84.0785 500
27.46 2683.49 145.657 71.7423 -84.1415 500
27.47 2684.21 144.815 71.7102 -84.2043 500
27.48 2684.93 143.972 71.6781 -84.2672 500
27.49 2685.64 143.129 71.646 -84.33 500
27.5 2686.36 142.285 71.6139 -84.3928 500
27.51 2687.08 141.44 71.5818 -84.4555 500
27.52 2687.79 140.595 71.5497 -84.5183 500
27.53 2688.51 139.749 71.5176 -84.5809 500
27.54 2689.22 138.903 71.4855 -84.6436 500
27.55 2689.94 138.056 71.4535 -84.7062 500
27.56 2690.65 137.208 71.4214 -84.7688 500
27.57 2691.36 136.36 71.3894 -84.8313 500
27.58 2692.08 135.511 71.3573 -84.8938 500
27.59 2692.79 134.661 71.3253 -84.9563 500
27.6 2693.5 133.811 71.2932 -85.0188 500
27.61 2694.22 132.96 71.2612 -85.0812 500
27.62 2694.93 132.109 71.2292 -85.1435 500
27.63 2695.64 131.257 71.1972 -85.2059 500
27.64 2696.35 130.404 71.1652 -85.2682 500
27.65 2697.06 129.551 71.1332 -85.3305 500
27.66 2697.77 128.697 71.1012 -85.3927 500
27.67 2698.49 127.842 71.0692 -85.4549 500
27.68 2699.2 126.987 71.0372 -85.5171 500
27.69 2699.91 126.131 71.0052 -85.5792 500
27.7 2700.62 125.275 70.9732 -85.6413 500
27.71 2701.32 124.418 70.9413 -85.7034 500
27.72 2702.03 123.56 70.9093 -85.7654 500
27.73 2702.74 122.702 70.8774 -85.8274 500
27.74 2703.45 121.843 70.8454 -85.8894 500
27.75 2704.16 120.984 70.8135 -85.9513 500
27.76 2704.87 120.123 70.7816 -86.0132 500
27.77 2705.57 119.263 70.7496 -86.0751 500
27.78 2706.28 118.401 70.7177 -86.1369 500
27.79 2706.99 117.539 70.6858 -86.1987 500
27.8 2707.7 116.677 70.6539 -86.2605 500
27.81 2708.4 115.814 70.622 -86.3222 500
27.82 2709.11 114.95 70.5901 -86.3839 500
27.83 2709.81 114.085 70.5582 -86.4455 500
27.84 2710.52 113.22 70.5263 -86.5072 500
27.85 2711.22 112.355 70.4945 -86.5688 500
27.86 2711.93 111.488 70.4626 -86.6303 500
27.87 2712.63 110.621 70.4307 -86.6918 500
27.88 2713.34 109.754 70.3989 -86.7533 500
27.89 2714.04 108.886 70.367 -86.8148 500
27.9 2714.74 108.017 70.3352 -86.8762 500
27.91 2715.45 107.147 70.3033 -86.9376 500
27.92 2716.15 106.277 70.2715 -86.9989 500
27.93 2716.85 105.407 70.2397 -87.0603 500
27.94 2717.55 104.536 70.2079 -87.1216 500
27.95 2718.26 103.664 70.1761 -87.1828 500
27.96 2718.96 102.791 70.1443 -87.244 500
27.97 2719.66 101.918 70.1125 -87.3052 500
27.98 2720.36 101.045 70.0807 -87.3663 500
27.99 2721.06 100.17 70.0489 -87.4275 500
28 2721.76 99.2955 70.0171 -87.4885 500
28.01 2722.46 98.42 69.9853 -87.5496 500
28.02 2723.16 97.5439 69.9536 -87.6106 500
28.03 2723.86 96.6672 69.9218 -87.6716 500
28.04 2724.56 95.7899 69.8901 -87.7325 500
28.05 2725.26 94.9119 69.8583 -87.7934 500
28.06 2725.95 94.0334 69.8266 -87.8543 500
28.07 2726.65 93.1542 69.7948 -87.9151 500
28.08 2727.35 92.2745 69.7631 -87.976 500
28.09 2728.05 91.3941 69.7314 -88.0367 500
28.1 2728.74 90.5131 69.6997 -88.0975 500
28.11 2729.44 89.6316 69.668 -88.1582 500
28.12 2730.14 88.7494 69.6363 -88.2188 500
28.13 2730.83 87.8666 69.6046 -88.2795 500
28.14 2731.53 86.9832 69.5729 -88.3401 500
28.15 2732.22 86.0992 69.5412 -88.4006 500
28.16 2732.92 85.2146 69.5095 -88.4612 500
28.17 2733.61 84.3293 69.4778 -88.5217 500
28.18 2734.31 83.4435 69.4462 -88.5821 500
28.19 2735 82.5571 69.4145 -88.6426 500
28.2 2735.7 81.6701 69.3829 -88.703 500
28.21 2736.39 80.7824 69.3512 -88.7633 500
28.22 2737.08 79.8942 69.3196 -88.8237 500
28.23 2737.78 79.0053 69.288 -88.884 500
28.24 2738.47 78.1159 69.2563 -88.9442 500
28.25 2739.16 77.2259 69.2247 -89.0045 500
28.26 2739.85 76.3352 69.1931 -89.0646 500
28.27 2740.54 75.444 69.1615 -89.1248 500
28.28 2741.24 74.5521 69.1299 -89.1849 500
28.29 2741.93 73.6597 69.0983 -89.245 500
28.3 2742.62 72.7666 69.0667 -89.3051 500
28.31 2743.31 71.873 69.0351 -89.3651 500
28.32 2744 70.9787 69.0036 -89.4251 500
28.33 2744.69 70.0839 68.972 -89.485 500
28.34 2745.38 69.1884 68.9404 -89.545 500
28.35 2746.07 68.2924 68.9089 -89.6048 500
28.36 2746.75 67.3957 68.8773 -89.6647 500
28.37 2747.44 66.4985 68.8458 -89.7245 500
28.38 2748.13 65.6006 68.8142 -89.7843 500
28.39 2748.82 64.7022 68.7827 -89.844 500
28.4 2749.51 63.8032 68.7512 -89.9038 500
28.41 2750.19 62.9035 68.7197 -89.9634 500
28.42 2750.88 62.0033 68.6882 -90.0231 500
28.43 2751.57 61.1025 68.6567 -90.0827 500
28.44 2752.25 60.201 68.6252 -90.1423 500
28.45 2752.94 59.299 68.5937 -90.2018 500
28.46 2753.62 58.3964 68.5622 -90.2613 500
28.47 2754.31 57.4932 68.5307 -90.3208 500
28.48 2754.99 56.5894 68.4992 -90.3802 500
28.49 2755.68 55.685 68.4678 -90.4396 500
28.5 2756.36 54.78 68.4363 -90.499 500
28.51 2757.05 53.8744 68.4049 -90.5584 500
28.52 2757.73 52.9683 68.3734 -90.6177 500
28.53 2758.42 52.0615 68.342 -90.6769 500
28.54 2759.1 51.1541 68.3105 -90.7362 500
28.55 2759.78 50.2462 68.2791 -90.7954 500
28.56 2760.46 49.3376 68.2477 -90.8545 500
28.57 2761.15 48.4285 68.2163 -90.9137 500
28.58 2761.83 47.5188 68.1849 -90.9728 500
28.59 2762.51 46.6084 68.1535 -91.0318 500
28.6 2763.19 45.6975 68.1221 -91.0909 500
28.61 2763.87 44.786 68.0907 -91.1499 500
28.62 2764.55 43.8739 68.0593 -91.2088 500
28.63 2765.23 42.9613 68.0279 -91.2678 500
28.64 2765.91 42.048 67.9965 -91.3267 500
28.65 2766.59 41.1341 67.9652 -91.3855 500
28.66 2767.27 40.2197 67.9338 -91.4443 500
28.67 2767.95 39.3047 67.9025 -91.5031 500
28.68 2768.63 38.3891 67.8711 -91.5619 500
28.69 2769.31 37.4728 67.8398 -91.6206 500
28.7 2769.99 36.5561 67.8085 -91.6793 500
28.71 2770.66 35.6387 67.7771 -91.738 500
28.72 2771.34 34.7207 67.7458 -91.7966 500
28.73 2772.02 33.8022 67.7145 -91.8552 500
28.74 2772.69 32.883 67.6832 -91.9137 500
28.75 2773.37 31.9633 67.6519 -91.9722 500
28.76 2774.05 31.043 67.6206 -92.0307 500
28.77 2774.72 30.1221 67.5893 -92.0892 500
28.78 2775.4 29.2006 67.558 -92.1476 500
28.79 2776.07 28.2786 67.5268 -92.206 500
28.8 2776.75 27.3559 67.4955 -92.2643 500
28.81 2777.42 26.4327 67.4642 -92.3226 500
28.82 2778.1 25.5089 67.433 -92.3809 500
28.83 2778.77 24.5845 67.4017 -92.4392 500
28.84 2779.45 23.6595 67.3705 -92.4974 500
28.85 2780.12 22.734 67.3392 -92.5555 500
28.86 2780.79 21.8078 67.308 -92.6137 500
28.87 2781.46 20.8811 67.2768 -92.6718 500
28.88 2782.14 19.9538 67.2456 -92.7299 500
28.89 2782.81 19.0259 67.2144 -92.7879 500
28.9 2783.48 18.0975 67.1832 -92.8459 500
28.91 2784.15 17.1684 67.152 -92.9039 500
28.92 2784.82 16.2388 67.1208 -92.9618 500
28.93 2785.49 15.3086 67.0896 -93.0197 500
28.94 2786.17 14.3778 67.0584 -93.0776 500
28.95 2786.84 13.4465 67.0272 -93.1354 500
28.96 2787.51 12.5146 66.9961 -93.1932 500
28.97 2788.18 11.582 66.9649 -93.251 500
28.98 2788.84 10.649 66.9338 -93.3087 500
28.99 2789.51 9.71529 66.9026 -93.3664 500
29 2790.18 8.78105 66.8715 -93.4241 500
29.01 2790.85 7.84623 66.8404 -93.4817 500
29.02 2791.52 6.91084 66.8092 -93.5393 500
29.03 2792.19 5.97487 66.7781 -93.5969 500
29.04 2792.85 5.03832 66.747 -93.6544 500
29.05 2793.52 4.10121 66.7159 -93.7119 500
29.06 2794.19 3.16351 66.6848 -93.7694 500
29.07 2794.85 2.22524 66.6537 -93.8268 500
29.08 2795.52 1.2864 66.6226 -93.8842 500
29.09 2796.19 0.346986 66.5915 -93.9416 500
