time x y vx vy mass
5.28 213.239 79.1707 83.3031 33.7018 736
5.29 214.073 79.5085 83.4744 33.7879 735.5
5.3 214.91 79.8473 83.6458 33.8741 735
5.31 215.748 80.1869 83.8171 33.9603 734.5
5.32 216.588 80.5274 83.9885 34.0467 734
5.33 217.429 80.8687 84.16 34.1331 733.5
5.34 218.273 81.2109 84.3315 34.2197 733
5.35 219.118 81.5539 84.503 34.3063 732.5
5.36 219.965 81.8979 84.6745 34.393 732
5.37 220.813 82.2427 84.8461 34.4798 731.5
5.38 221.663 82.5883 85.0177 34.5667 731
5.39 222.515 82.9349 85.1894 34.6537 730.5
5.4 223.369 83.2823 85.361 34.7408 730
5.41 224.224 83.6306 85.5328 34.828 729.5
5.42 225.081 83.9797 85.7045 34.9152 729
5.43 225.94 84.3297 85.8763 35.0025 728.5
5.44 226.8 84.6806 86.0481 35.09 728
5.45 227.662 85.0324 86.2199 35.1775 727.5
5.46 228.526 85.3851 86.3918 35.2651 727
5.47 229.392 85.7386 86.5637 35.3528 726.5
5.48 230.259 86.093 86.7356 35.4406 726
5.49 231.128 86.4483 86.9076 35.5285 725.5
5.5 231.999 86.8045 87.0796 35.6164 725
5.51 232.872 87.1615 87.2516 35.7045 724.5
5.52 233.746 87.5194 87.4236 35.7926 724
5.53 234.622 87.8782 87.5957 35.8808 723.5
5.54 235.5 88.2379 87.7678 35.9692 723
5.55 236.379 88.5985 87.94 36.0576 722.5
5.56 237.26 88.96 88.1122 36.1461 722
5.57 238.143 89.3223 88.2844 36.2346 721.5
5.58 239.028 89.6855 88.4566 36.3233 721
5.59 239.914 90.0497 88.6289 36.4121 720.5
5.6 240.802 90.4147 88.8012 36.5009 720
5.61 241.692 90.7806 88.9735 36.5899 719.5
5.62 242.583 91.1474 89.1458 36.6789 719
5.63 243.476 91.515 89.3182 36.768 718.5
5.64 244.371 91.8836 89.4906 36.8572 718
5.65 245.268 92.2531 89.6631 36.9465 717.5
5.66 246.166 92.6234 89.8355 37.0359 717
5.67 247.066 92.9947 90.008 37.1254 716.5
5.68 247.968 93.3668 90.1805 37.215 716
5.69 248.872 93.7399 90.3531 37.3046 715.5
5.7 249.777 94.1138 90.5257 37.3944 715
5.71 250.684 94.4887 90.6983 37.4842 714.5
5.72 251.593 94.8644 90.8709 37.5741 714
5.73 252.503 95.2411 91.0436 37.6641 713.5
5.74 253.415 95.6186 91.2163 37.7542 713
5.75 254.329 95.997 91.389 37.8444 712.5
5.76 255.245 96.3764 91.5617 37.9347 712
5.77 256.162 96.7566 91.7345 38.0251 711.5
5.78 257.081 97.1378 91.9073 38.1155 711
5.79 258.002 97.5199 92.0801 38.2061 710.5
5.8 258.924 97.9028 92.253 38.2967 710
5.81 259.849 98.2867 92.4259 38.3874 709.5
5.82 260.775 98.6715 92.5988 38.4783 709
5.83 261.702 99.0572 92.7717 38.5692 708.5
5.84 262.632 99.4438 92.9447 38.6602 708
5.85 263.563 99.8313 93.1176 38.7512 707.5
5.86 264.496 100.22 93.2906 38.8424 707
5.87 265.43 100.609 93.4637 38.9337 706.5
5.88 266.367 100.999 93.6367 39.025 706
5.89 267.305 101.39 93.8098 39.1165 705.5
5.9 268.245 101.783 93.9829 39.208 705
5.91 269.186 102.176 94.1561 39.2996 704.5
5.92 270.13 102.569 94.3292 39.3913 704
5.93 271.075 102.964 94.5024 39.4831 703.5
5.94 272.021 103.36 94.6756 39.575 703
5.95 272.97 103.757 94.8488 39.667 702.5
5.96 273.92 104.154 95.0221 39.759 702
5.97 274.872 104.553 95.1953 39.8512 701.5
5.98 275.826 104.952 95.3686 39.9434 701
5.99 276.781 105.353 95.542 40.0358 700.5
6 277.738 105.754 95.7153 40.1282 700
6.01 278.697 106.156 95.8887 40.2207 699.5
6.02 279.658 106.559 96.0621 40.3133 699
6.03 280.62 106.963 96.2355 40.406 698.5
6.04 281.584 107.368 96.4089 40.4988 698
6.05 282.55 107.774 96.5824 40.5916 697.5
6.06 283.518 108.181 96.7559 40.6846 697
6.07 284.487 108.589 96.9294 40.7776 696.5
6.08 285.458 108.998 97.1029 40.8708 696
6.09 286.431 109.407 97.2764 40.964 695.5
6.1 287.405 109.818 97.45 41.0573 695
6.11 288.381 110.229 97.6236 41.1507 694.5
6.12 289.359 110.642 97.7972 41.2442 694
6.13 290.339 111.055 97.9708 41.3378 693.5
6.14 291.321 111.469 98.1445 41.4315 693
6.15 292.304 111.885 98.3181 41.5252 692.5
6.16 293.289 112.301 98.4918 41.6191 692
6.17 294.275 112.718 98.6655 41.713 691.5
6.18 295.264 113.136 98.8393 41.807 691
6.19 296.254 113.555 99.013 41.9012 690.5
6.2 297.246 113.975 99.1868 41.9954 690
6.21 298.239 114.396 99.3606 42.0897 689.5
6.22 299.235 114.818 99.5344 42.184 689
6.23 300.232 115.24 99.7082 42.2785 688.5
6.24 301.231 115.664 99.8821 42.3731 688
6.25 302.231 116.089 100.056 42.4677 687.5
6.26 303.233 116.515 100.23 42.5625 687
6.27 304.238 116.941 100.404 42.6573 686.5
6.28 305.243 117.369 100.578 42.7522 686
6.29 306.251 117.797 100.752 42.8472 685.5
6.3 307.26 118.227 100.926 42.9423 685
6.31 308.271 118.657 101.1 43.0375 684.5
6.32 309.284 119.088 101.274 43.1328 684
6.33 310.298 119.521 101.448 43.2282 683.5
6.34 311.314 119.954 101.622 43.3236 683
6.35 312.332 120.388 101.796 43.4192 682.5
6.36 313.352 120.823 101.97 43.5148 682
6.37 314.374 121.259 102.144 43.6105 681.5
6.38 315.397 121.696 102.318 43.7063 681
6.39 316.422 122.134 102.492 43.8022 680.5
6.4 317.448 122.573 102.666 43.8982 680
6.41 318.477 123.013 102.84 43.9943 679.5
6.42 319.507 123.454 103.014 44.0905 679
6.43 320.539 123.896 103.189 44.1867 678.5
6.44 321.572 124.339 103.363 44.2831 678
6.45 322.608 124.783 103.537 44.3795 677.5
6.46 323.645 125.227 103.711 44.476 677
6.47 324.684 125.673 103.885 44.5727 676.5
6.48 325.724 126.12 104.06 44.6694 676
6.49 326.767 126.567 104.234 44.7662 675.5
6.5 327.811 127.016 104.408 44.863 675
6.51 328.857 127.466 104.583 44.96 674.5
6.52 329.904 127.916 104.757 45.0571 674
6.53 330.953 128.368 104.931 45.1542 673.5
6.54 332.005 128.82 105.106 45.2515 673
6.55 333.057 129.274 105.28 45.3488 672.5
6.56 334.112 129.728 105.454 45.4462 672
6.57 335.168 130.184 105.629 45.5437 671.5
6.58 336.226 130.64 105.803 45.6413 671
6.59 337.286 131.097 105.977 45.739 670.5
6.6 338.347 131.556 106.152 45.8368 670
6.61 339.411 132.015 106.326 45.9346 669.5
6.62 340.476 132.476 106.501 46.0326 669
6.63 341.542 132.937 106.675 46.1306 668.5
6.64 342.611 133.399 106.85 46.2288 668
6.65 343.681 133.862 107.024 46.327 667.5
6.66 344.753 134.327 107.199 46.4253 667
6.67 345.827 134.792 107.373 46.5237 666.5
6.68 346.902 135.258 107.548 46.6222 666
6.69 347.98 135.725 107.722 46.7207 665.5
6.7 349.059 136.194 107.897 46.8194 665
6.71 350.139 136.663 108.071 46.9182 664.5
6.72 351.222 137.133 108.246 47.017 664
6.73 352.306 137.604 108.42 47.1159 663.5
6.74 353.392 138.076 108.595 47.2149 663
6.75 354.48 138.549 108.769 47.314 662.5
6.76 355.569 139.023 108.944 47.4132 662
6.77 356.66 139.499 109.119 47.5125 661.5
6.78 357.753 139.975 109.293 47.6119 661
6.79 358.848 140.452 109.468 47.7114 660.5
6.8 359.944 140.93 109.642 47.8109 660
6.81 361.042 141.409 109.817 47.9106 659.5
6.82 362.142 141.889 109.992 48.0103 659
6.83 363.244 142.37 110.166 48.1101 658.5
6.84 364.347 142.852 110.341 48.21 658
6.85 365.453 143.335 110.516 48.31 657.5
6.86 366.559 143.82 110.69 48.4101 657
6.87 367.668 144.305 110.865 48.5103 656.5
6.88 368.779 144.791 111.04 48.6105 656
6.89 369.891 145.278 111.214 48.7109 655.5
6.9 371.005 145.766 111.389 48.8113 655
6.91 372.12 146.255 111.564 48.9119 654.5
6.92 373.238 146.745 111.738 49.0125 654
6.93 374.357 147.236 111.913 49.1132 653.5
6.94 375.478 147.728 112.088 49.214 653
6.95 376.6 148.222 112.263 49.3149 652.5
6.96 377.725 148.716 112.437 49.4158 652
6.97 378.851 149.211 112.612 49.5169 651.5
6.98 379.979 149.707 112.787 49.618 651
6.99 381.108 150.204 112.962 49.7193 650.5
7 382.24 150.703 113.136 49.8206 650
7.01 383.373 151.202 113.311 49.922 649.5
7.02 384.508 151.702 113.486 50.0235 649
7.03 385.644 152.203 113.661 50.1251 648.5
7.04 386.782 152.705 113.835 50.2268 648
7.05 387.923 153.209 114.01 50.3285 647.5
7.06 389.064 153.713 114.185 50.4304 647
7.07 390.208 154.218 114.36 50.5324 646.5
7.08 391.353 154.725 114.534 50.6344 646
7.09 392.5 155.232 114.709 50.7365 645.5
7.1 393.649 155.74 114.884 50.8387 645
7.11 394.8 156.25 115.059 50.941 644.5
7.12 395.952 156.76 115.234 51.0434 644
7.13 397.106 157.272 115.408 51.1459 643.5
7.14 398.262 157.784 115.583 51.2484 643
7.15 399.42 158.298 115.758 51.3511 642.5
7.16 400.579 158.812 115.933 51.4538 642
7.17 401.74 159.328 116.107 51.5567 641.5
7.18 402.903 159.844 116.282 51.6596 641
7.19 404.068 160.362 116.457 51.7626 640.5
7.2 405.234 160.881 116.632 51.8657 640
7.21 406.402 161.4 116.807 51.9689 639.5
7.22 407.572 161.921 116.981 52.0721 639
7.23 408.743 162.443 117.156 52.1755 638.5
7.24 409.917 162.966 117.331 52.2789 638
7.25 411.092 163.49 117.506 52.3825 637.5
7.26 412.268 164.014 117.681 52.4861 637
7.27 413.447 164.54 117.855 52.5898 636.5
7.28 414.627 165.067 118.03 52.6936 636
7.29 415.809 165.595 118.205 52.7975 635.5
7.3 416.993 166.124 118.38 52.9014 635
7.31 418.179 166.654 118.555 53.0055 634.5
7.32 419.366 167.185 118.729 53.1096 634
7.33 420.555 167.718 118.904 53.2139 633.5
7.34 421.746 168.251 119.079 53.3182 633
7.35 422.938 168.785 119.254 53.4226 632.5
7.36 424.133 169.32 119.428 53.5271 632
7.37 425.329 169.857 119.603 53.6317 631.5
7.38 426.526 170.394 119.778 53.7364 631
7.39 427.726 170.932 119.953 53.8411 630.5
7.4 428.927 171.472 120.127 53.946 630
7.41 430.13 172.012 120.302 54.0509 629.5
7.42 431.335 172.554 120.477 54.156 629
7.43 432.542 173.096 120.652 54.2611 628.5
7.44 433.75 173.64 120.826 54.3663 628
7.45 434.96 174.185 121.001 54.4716 627.5
7.46 436.172 174.731 121.176 54.5769 627
7.47 437.385 175.277 121.351 54.6824 626.5
7.48 438.6 175.825 121.525 54.788 626
7.49 439.817 176.374 121.7 54.8936 625.5
7.5 441.036 176.924 121.875 54.9993 625
7.51 442.257 177.475 122.049 55.1051 624.5
7.52 443.479 178.027 122.224 55.211 624
7.53 444.703 178.581 122.399 55.317 623.5
7.54 445.929 179.135 122.573 55.4231 623
7.55 447.156 179.69 122.748 55.5293 622.5
7.56 448.385 180.246 122.923 55.6355 622
7.57 449.616 180.804 123.097 55.7419 621.5
7.58 450.849 181.362 123.272 55.8483 621
7.59 452.083 181.922 123.447 55.9548 620.5
7.6 453.32 182.482 123.621 56.0614 620
7.61 454.558 183.044 123.796 56.1681 619.5
7.62 455.797 183.607 123.971 56.2749 619
7.63 457.039 184.171 124.145 56.3817 618.5
7.64 458.282 184.736 124.32 56.4887 618
7.65 459.527 185.302 124.494 56.5957 617.5
7.66 460.774 185.869 124.669 56.7028 617
7.67 462.022 186.437 124.843 56.81 616.5
7.68 463.272 187.006 125.018 56.9173 616
7.69 464.524 187.576 125.193 57.0247 615.5
7.7 465.778 188.147 125.367 57.1322 615
7.71 467.033 188.72 125.542 57.2397 614.5
7.72 468.29 189.293 125.716 57.3474 614
7.73 469.549 189.868 125.891 57.4551 613.5
7.74 470.81 190.444 126.065 57.5629 613
7.75 472.072 191.02 126.239 57.6708 612.5
7.76 473.336 191.598 126.414 57.7788 612
7.77 474.602 192.177 126.588 57.8869 611.5
7.78 475.87 192.757 126.763 57.9951 611
7.79 477.139 193.338 126.937 58.1033 610.5
7.8 478.41 193.92 127.112 58.2117 610
7.81 479.683 194.503 127.286 58.3201 609.5
7.82 480.958 195.087 127.46 58.4286 609
7.83 482.234 195.673 127.635 58.5372 608.5
7.84 483.512 196.259 127.809 58.6459 608
7.85 484.792 196.847 127.983 58.7546 607.5
7.86 486.074 197.435 128.158 58.8635 607
7.87 487.357 198.025 128.332 58.9724 606.5
7.88 488.642 198.616 128.506 59.0815 606
7.89 489.929 199.208 128.681 59.1906 605.5
7.9 491.218 199.801 128.855 59.2998 605
7.91 492.508 200.395 129.029 59.4091 604.5
7.92 493.8 200.99 129.203 59.5184 604
7.93 495.094 201.586 129.377 59.6279 603.5
7.94 496.389 202.184 129.552 59.7374 603
7.95 497.686 202.782 129.726 59.8471 602.5
7.96 498.985 203.382 129.9 59.9568 602
7.97 500.286 203.983 130.074 60.0666 601.5
7.98 501.589 204.584 130.248 60.1765 601
7.99 502.893 205.187 130.422 60.2864 600.5
8 504.199 205.791 130.596 60.3965 600
8.01 505.507 206.396 130.77 60.5067 599.5
8.02 506.816 207.002 130.945 60.6169 599
8.03 508.127 207.61 131.119 60.7272 598.5
8.04 509.44 208.218 131.293 60.8376 598
8.05 510.755 208.828 131.467 60.9481 597.5
8.06 512.071 209.438 131.64 61.0587 597
8.07 513.389 210.05 131.814 61.1693 596.5
8.08 514.709 210.663 131.988 61.2801 596
8.09 516.031 211.277 132.162 61.3909 595.5
8.1 517.354 211.892 132.336 61.5018 595
8.11 518.679 212.508 132.51 61.6128 594.5
8.12 520.006 213.125 132.684 61.7239 594
8.13 521.335 213.743 132.858 61.8351 593.5
8.14 522.665 214.363 133.031 61.9464 593
8.15 523.997 214.983 133.205 62.0577 592.5
8.16 525.331 215.605 133.379 62.1691 592
8.17 526.666 216.228 133.553 62.2806 591.5
8.18 528.004 216.852 133.726 62.3922 591
8.19 529.343 217.477 133.9 62.5039 590.5
8.2 530.683 218.103 134.074 62.6157 590
8.21 532.026 218.73 134.247 62.7275 589.5
8.22 533.37 219.359 134.421 62.8395 589
8.23 534.716 219.988 134.595 62.9515 588.5
8.24 536.064 220.619 134.768 63.0636 588
8.25 537.413 221.25 134.942 63.1758 587.5
8.26 538.764 221.883 135.115 63.2881 587
8.27 540.117 222.517 135.289 63.4005 586.5
8.28 541.472 223.152 135.462 63.5129 586
8.29 542.828 223.789 135.636 63.6254 585.5
8.3 544.186 224.426 135.809 63.7381 585
8.31 545.546 225.065 135.982 63.8508 584.5
8.32 546.908 225.704 136.156 63.9635 584
8.33 548.271 226.345 136.329 64.0764 583.5
8.34 549.636 226.987 136.502 64.1894 583
8.35 551.003 227.63 136.676 64.3024 582.5
8.36 552.371 228.274 136.849 64.4155 582
8.37 553.741 228.919 137.022 64.5287 581.5
8.38 555.113 229.566 137.195 64.642 581
8.39 556.487 230.213 137.368 64.7554 580.5
8.4 557.862 230.862 137.542 64.8689 580
8.41 559.24 231.512 137.715 64.9824 579.5
8.42 560.618 232.163 137.888 65.096 579
8.43 561.999 232.815 138.061 65.2098 578.5
8.44 563.381 233.468 138.234 65.3236 578
8.45 564.765 234.123 138.407 65.4374 577.5
8.46 566.151 234.778 138.58 65.5514 577
8.47 567.539 235.435 138.753 65.6654 576.5
8.48 568.928 236.093 138.926 65.7796 576
8.49 570.319 236.751 139.099 65.8938 575.5
8.5 571.712 237.412 139.271 66.0081 575
8.51 573.106 238.073 139.444 66.1225 574.5
8.52 574.502 238.735 139.617 66.2369 574
8.53 575.9 239.399 139.79 66.3515 573.5
8.54 577.3 240.063 139.962 66.4661 573
8.55 578.701 240.729 140.135 66.5809 572.5
8.56 580.104 241.396 140.308 66.6957 572
8.57 581.509 242.064 140.48 66.8105 571.5
8.58 582.916 242.733 140.653 66.9255 571
8.59 584.324 243.404 140.825 67.0406 570.5
8.6 585.734 244.075 140.998 67.1557 570
8.61 587.146 244.748 141.17 67.2709 569.5
8.62 588.559 245.422 141.343 67.3862 569
8.63 589.974 246.097 141.515 67.5016 568.5
8.64 591.391 246.773 141.688 67.6171 568
8.65 592.81 247.45 141.86 67.7326 567.5
8.66 594.23 248.129 142.032 67.8482 567
8.67 595.652 248.809 142.205 67.964 566.5
8.68 597.076 249.489 142.377 68.0798 566
8.69 598.501 250.171 142.549 68.1956 565.5
8.7 599.928 250.854 142.721 68.3116 565
8.71 601.357 251.539 142.893 68.4276 564.5
8.72 602.788 252.224 143.065 68.5438 564
8.73 604.22 252.911 143.237 68.66 563.5
8.74 605.654 253.599 143.409 68.7763 563
8.75 607.09 254.287 143.581 68.8927 562.5
8.76 608.528 254.978 143.753 69.0091 562
8.77 609.967 255.669 143.925 69.1256 561.5
8.78 611.408 256.361 144.097 69.2423 561
8.79 612.851 257.055 144.269 69.359 560.5
8.8 614.295 257.75 144.44 69.4758 560
8.81 615.741 258.446 144.612 69.5926 559.5
8.82 617.189 259.143 144.784 69.7096 559
8.83 618.639 259.841 144.956 69.8266 558.5
8.84 620.09 260.54 145.127 69.9437 558
8.85 621.543 261.241 145.299 70.0609 557.5
8.86 622.998 261.943 145.47 70.1782 557
8.87 624.454 262.646 145.642 70.2956 556.5
8.88 625.912 263.35 145.813 70.413 556
8.89 627.372 264.055 145.985 70.5305 555.5
8.9 628.834 264.762 146.156 70.6481 555
8.91 630.297 265.469 146.327 70.7658 554.5
8.92 631.762 266.178 146.499 70.8836 554
8.93 633.229 266.888 146.67 71.0014 553.5
8.94 634.697 267.599 146.841 71.1194 553
8.95 636.167 268.312 147.012 71.2374 552.5
8.96 637.639 269.025 147.183 71.3555 552
8.97 639.112 269.74 147.354 71.4736 551.5
8.98 640.588 270.456 147.525 71.5919 551
8.99 642.065 271.173 147.696 71.7102 550.5
9 643.543 271.891 147.867 71.8287 550
9.01 645.024 272.611 148.038 71.9472 549.5
9.02 646.506 273.331 148.209 72.0657 549
9.03 647.99 274.053 148.38 72.1844 548.5
9.04 649.475 274.776 148.55 72.3031 548
9.05 650.962 275.5 148.721 72.422 547.5
9.06 652.451 276.226 148.892 72.5409 547
9.07 653.942 276.952 149.062 72.6598 546.5
9.08 655.434 277.68 149.233 72.7789 546
9.09 656.928 278.409 149.403 72.898 545.5
9.1 658.424 279.139 149.574 73.0173 545
9.11 659.921 279.871 149.744 73.1366 544.5
9.12 661.421 280.603 149.914 73.256 544
9.13 662.921 281.337 150.085 73.3754 543.5
9.14 664.424 282.072 150.255 73.495 543
9.15 665.928 282.808 150.425 73.6146 542.5
9.16 667.434 283.546 150.595 73.7343 542
9.17 668.942 284.284 150.765 73.8541 541.5
9.18 670.451 285.024 150.935 73.9739 541
9.19 671.962 285.765 151.105 74.0939 540.5
9.2 673.475 286.507 151.275 74.2139 540
9.21 674.989 287.25 151.445 74.334 539.5
9.22 676.506 287.995 151.615 74.4542 539
9.23 678.023 288.741 151.785 74.5744 538.5
9.24 679.543 289.487 151.955 74.6948 538
9.25 681.064 290.236 152.124 74.8152 537.5
9.26 682.587 290.985 152.294 74.9357 537
9.27 684.112 291.736 152.464 75.0563 536.5
9.28 685.638 292.487 152.633 75.1769 536
9.29 687.166 293.24 152.803 75.2977 535.5
9.3 688.696 293.994 152.972 75.4185 535
9.31 690.227 294.75 153.141 75.5394 534.5
9.32 691.76 295.506 153.311 75.6604 534
9.33 693.295 296.264 153.48 75.7814 533.5
9.34 694.832 297.023 153.649 75.9026 533
9.35 696.37 297.784 153.818 76.0238 532.5
9.36 697.91 298.545 153.987 76.1451 532
9.37 699.451 299.308 154.156 76.2664 531.5
9.38 700.995 300.072 154.325 76.3879 531
9.39 702.539 300.837 154.494 76.5094 530.5
9.4 704.086 301.603 154.663 76.631 530
9.41 705.634 302.37 154.832 76.7527 529.5
9.42 707.184 303.139 155.001 76.8744 529
9.43 708.736 303.909 155.169 76.9963 528.5
9.44 710.289 304.68 155.338 77.1182 528
9.45 711.845 305.453 155.506 77.2402 527.5
9.46 713.401 306.226 155.675 77.3623 527
9.47 714.96 307.001 155.843 77.4844 526.5
9.48 716.52 307.777 156.012 77.6066 526
9.49 718.082 308.555 156.18 77.7289 525.5
9.5 719.645 309.333 156.348 77.8513 525
9.51 721.21 310.113 156.517 77.9738 524.5
9.52 722.777 310.894 156.685 78.0963 524
9.53 724.346 311.676 156.853 78.2189 523.5
9.54 725.916 312.459 157.021 78.3416 523
9.55 727.488 313.244 157.189 78.4644 522.5
9.56 729.061 314.03 157.357 78.5872 522
9.57 730.637 314.817 157.525 78.7102 521.5
9.58 732.214 315.605 157.692 78.8332 521
9.59 733.792 316.395 157.86 78.9562 520.5
9.6 735.372 317.186 158.028 79.0794 520
9.61 736.954 317.978 158.195 79.2026 519.5
9.62 738.538 318.771 158.363 79.3259 519
9.63 740.123 319.565 158.53 79.4493 518.5
9.64 741.71 320.361 158.698 79.5728 518
9.65 743.299 321.158 158.865 79.6963 517.5
9.66 744.889 321.956 159.032 79.8199 517
9.67 746.481 322.756 159.199 79.9436 516.5
9.68 748.075 323.556 159.367 80.0674 516
9.69 749.67 324.358 159.534 80.1912 515.5
9.7 751.267 325.162 159.701 80.3151 515
9.71 752.866 325.966 159.868 80.4391 514.5
9.72 754.466 326.772 160.034 80.5632 514
9.73 756.068 327.578 160.201 80.6874 513.5
9.74 757.672 328.387 160.368 80.8116 513
9.75 759.277 329.196 160.535 80.9359 512.5
9.76 760.884 330.007 160.701 81.0603 512
9.77 762.493 330.818 160.868 81.1847 511.5
9.78 764.103 331.631 161.034 81.3092 511
9.79 765.715 332.446 161.2 81.4338 510.5
9.8 767.329 333.261 161.367 81.5585 510
9.81 768.944 334.078 161.533 81.6833 509.5
9.82 770.561 334.896 161.699 81.8081 509
9.83 772.18 335.716 161.865 81.933 508.5
9.84 773.8 336.536 162.031 82.058 508
9.85 775.422 337.358 162.197 82.183 507.5
9.86 777.046 338.181 162.363 82.3081 507
9.87 778.671 339.005 162.529 82.4333 506.5
9.88 780.298 339.831 162.695 82.5586 506
9.89 781.927 340.658 162.86 82.684 505.5
9.9 783.557 341.486 163.026 82.8094 505
9.91 785.189 342.315 163.191 82.9349 504.5
9.92 786.822 343.146 163.357 83.0605 504
9.93 788.458 343.978 163.522 83.1861 503.5
9.94 790.095 344.811 163.688 83.3118 503
9.95 791.733 345.645 163.853 83.4376 502.5
9.96 793.373 346.481 164.018 83.5635 502
9.97 795.015 347.318 164.183 83.6894 501.5
9.98 796.659 348.156 164.348 83.8155 501
9.99 798.304 348.995 164.513 83.9416 500.5
10 799.95 349.836 164.678 84.0677 500
10.01 801.596 350.675 164.56 83.9111 500
10.02 803.24 351.513 164.442 83.7547 500
10.03 804.884 352.349 164.324 83.5984 500
10.04 806.526 353.183 164.207 83.4423 500
10.05 808.167 354.016 164.089 83.2863 500
10.06 809.806 354.847 163.972 83.1305 500
10.07 811.445 355.677 163.855 82.9749 500
10.08 813.082 356.505 163.738 82.8194 500
10.09 814.719 357.332 163.622 82.6641 500
10.1 816.354 358.157 163.505 82.509 500
10.11 817.988 358.981 163.389 82.354 500
10.12 819.62 359.803 163.273 82.1992 500
10.13 821.252 360.623 163.157 82.0445 500
10.14 822.882 361.442 163.042 81.89 500
10.15 824.511 362.259 162.926 81.7356 500
10.16 826.14 363.075 162.811 81.5814 500
10.17 827.767 363.889 162.696 81.4274 500
10.18 829.392 364.702 162.581 81.2735 500
10.19 831.017 365.513 162.466 81.1198 500
10.2 832.641 366.323 162.352 80.9662 500
10.21 834.263 367.131 162.238 80.8128 500
10.22 835.884 367.938 162.123 80.6595 500
10.23 837.504 368.743 162.009 80.5064 500
10.24 839.123 369.546 161.896 80.3534 500
10.25 840.741 370.348 161.782 80.2006 500
10.26 842.358 371.149 161.669 80.048 500
10.27 843.973 371.948 161.555 79.8955 500
10.28 845.588 372.745 161.442 79.7432 500
10.29 847.201 373.541 161.329 79.591 500
10.3 848.813 374.335 161.217 79.439 500
10.31 850.424 375.128 161.104 79.2871 500
10.32 852.034 375.92 160.992 79.1353 500
10.33 853.643 376.709 160.88 78.9838 500
10.34 855.251 377.498 160.768 78.8323 500
10.35 856.857 378.285 160.656 78.6811 500
10.36 858.463 379.07 160.544 78.5299 500
10.37 860.067 379.854 160.433 78.3789 500
10.38 861.67 380.636 160.321 78.2281 500
10.39 863.272 381.417 160.21 78.0774 500
10.4 864.873 382.196 160.099 77.9269 500
10.41 866.473 382.974 159.989 77.7765 500
10.42 868.072 383.75 159.878 77.6263 500
10.43 869.67 384.525 159.768 77.4762 500
10.44 871.266 385.298 159.657 77.3263 500
10.45 872.862 386.07 159.547 77.1765 500
10.46 874.456 386.84 159.437 77.0268 500
10.47 876.049 387.609 159.328 76.8773 500
10.48 877.641 388.376 159.218 76.728 500
10.49 879.233 389.142 159.109 76.5787 500
10.5 880.823 389.906 158.999 76.4297 500
10.51 882.411 390.669 158.89 76.2808 500
10.52 883.999 391.43 158.782 76.132 500
10.53 885.586 392.19 158.673 75.9834 500
10.54 887.172 392.949 158.564 75.8349 500
10.55 888.756 393.705 158.456 75.6865 500
10.56 890.34 394.461 158.348 75.5383 500
10.57 891.922 395.215 158.24 75.3903 500
10.58 893.503 395.967 158.132 75.2423 500
10.59 895.084 396.718 158.024 75.0946 500
10.6 896.663 397.468 157.917 74.9469 500
10.61 898.241 398.216 157.809 74.7994 500
10.62 899.818 398.962 157.702 74.6521 500
10.63 901.394 399.707 157.595 74.5049 500
10.64 902.969 400.451 157.488 74.3578 500
10.65 904.543 401.193 157.381 74.2109 500
10.66 906.115 401.933 157.275 74.0641 500
10.67 907.687 402.673 157.168 73.9174 500
10.68 909.258 403.41 157.062 73.7709 500
10.69 910.827 404.147 156.956 73.6245 500
10.7 912.396 404.881 156.85 73.4783 500
10.71 913.963 405.615 156.745 73.3322 500
10.72 915.53 406.346 156.639 73.1862 500
10.73 917.095 407.077 156.534 73.0404 500
10.74 918.659 407.806 156.428 72.8947 500
10.75 920.222 408.533 156.323 72.7492 500
10.76 921.785 409.259 156.218 72.6038 500
10.77 923.346 409.984 156.114 72.4585 500
10.78 924.906 410.707 156.009 72.3134 500
10.79 926.465 411.429 155.905 72.1684 500
10.8 928.023 412.149 155.8 72.0235 500
10.81 929.58 412.868 155.696 71.8787 500
10.82 931.136 413.585 155.592 71.7341 500
10.83 932.691 414.301 155.488 71.5897 500
10.84 934.244 415.015 155.385 71.4453 500
10.85 935.797 415.729 155.281 71.3011 500
10.86 937.349 416.44 155.178 71.1571 500
10.87 938.9 417.15 155.075 71.0131 500
10.88 940.449 417.859 154.972 70.8693 500
10.89 941.998 418.566 154.869 70.7257 500
10.9 943.546 419.272 154.766 70.5821 500
10.91 945.092 419.976 154.664 70.4387 500
10.92 946.638 420.679 154.561 70.2955 500
10.93 948.183 421.381 154.459 70.1523 500
10.94 949.726 422.081 154.357 70.0093 500
10.95 951.269 422.78 154.255 69.8664 500
10.96 952.81 423.477 154.153 69.7237 500
10.97 954.351 424.173 154.052 69.581 500
10.98 955.89 424.867 153.95 69.4386 500
10.99 957.429 425.56 153.849 69.2962 500
11 958.966 426.252 153.748 69.154 500
11.01 960.503 426.942 153.647 69.0118 500
11.02 962.038 427.63 153.546 68.8699 500
11.03 963.573 428.318 153.445 68.728 500
11.04 965.106 429.003 153.344 68.5863 500
11.05 966.639 429.688 153.244 68.4447 500
11.06 968.17 430.371 153.144 68.3032 500
11.07 969.7 431.053 153.044 68.1619 500
11.08 971.23 431.733 152.944 68.0207 500
11.09 972.758 432.412 152.844 67.8796 500
11.1 974.286 433.089 152.744 67.7386 500
11.11 975.812 433.765 152.645 67.5978 500
